,name,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,type,id,uri,track_href,analysis_url,duration_ms,time_signature
438,Mockingbird,0.637,0.678,0,-3.798,1,0.266,0.209,0.0,0.156,0.254,84.039,audio_features,561jH07mF1jHuk7KlaeF0s,spotify:track:561jH07mF1jHuk7KlaeF0s,https://api.spotify.com/v1/tracks/561jH07mF1jHuk7KlaeF0s,https://api.spotify.com/v1/audio-analysis/561jH07mF1jHuk7KlaeF0s,250760,4
439,Habits of My Heart,0.392,0.498,9,-7.63,0,0.117,0.665,0.000118,0.34,0.59,72.048,audio_features,0elXIl26ZrovBULLTrEGK6,spotify:track:0elXIl26ZrovBULLTrEGK6,https://api.spotify.com/v1/tracks/0elXIl26ZrovBULLTrEGK6,https://api.spotify.com/v1/audio-analysis/0elXIl26ZrovBULLTrEGK6,210639,4
440,Prima Donna,0.699,0.5,1,-9.944,0,0.0533,0.322,0.0,0.102,0.773,91.994,audio_features,06Ykon1t8t9qZDsEAwEMWq,spotify:track:06Ykon1t8t9qZDsEAwEMWq,https://api.spotify.com/v1/tracks/06Ykon1t8t9qZDsEAwEMWq,https://api.spotify.com/v1/audio-analysis/06Ykon1t8t9qZDsEAwEMWq,154400,4
441,KTMBK,0.898,0.435,6,-8.834,1,0.0489,0.555,0.0,0.139,0.836,115.034,audio_features,1XmoGNf6OVs6N251UejkbN,spotify:track:1XmoGNf6OVs6N251UejkbN,https://api.spotify.com/v1/tracks/1XmoGNf6OVs6N251UejkbN,https://api.spotify.com/v1/audio-analysis/1XmoGNf6OVs6N251UejkbN,154435,4
442,Amiri,0.703,0.508,8,-8.559,1,0.15,0.02,0.0,0.184,0.457,168.068,audio_features,1nYMdOVEwvi0AduQofnbRE,spotify:track:1nYMdOVEwvi0AduQofnbRE,https://api.spotify.com/v1/tracks/1nYMdOVEwvi0AduQofnbRE,https://api.spotify.com/v1/audio-analysis/1nYMdOVEwvi0AduQofnbRE,117924,4
443,Undiporaadhey,0.685,0.24,10,-8.65,0,0.0397,0.789,3.97e-06,0.127,0.577,177.706,audio_features,6jUscicoyUljrPOdQCfhnd,spotify:track:6jUscicoyUljrPOdQCfhnd,https://api.spotify.com/v1/tracks/6jUscicoyUljrPOdQCfhnd,https://api.spotify.com/v1/audio-analysis/6jUscicoyUljrPOdQCfhnd,173933,5
444,Stay,0.591,0.764,1,-5.484,1,0.0483,0.0383,0.0,0.103,0.478,169.928,audio_features,5HCyWlXZPP0y6Gqq8TgA20,spotify:track:5HCyWlXZPP0y6Gqq8TgA20,https://api.spotify.com/v1/tracks/5HCyWlXZPP0y6Gqq8TgA20,https://api.spotify.com/v1/audio-analysis/5HCyWlXZPP0y6Gqq8TgA20,141806,4
445,I Wanna Be Yours,0.464,0.417,0,-9.345,0,0.0256,0.136,0.022,0.0974,0.479,67.528,audio_features,5XeFesFbtLpXzIVDNQP22n,spotify:track:5XeFesFbtLpXzIVDNQP22n,https://api.spotify.com/v1/tracks/5XeFesFbtLpXzIVDNQP22n,https://api.spotify.com/v1/audio-analysis/5XeFesFbtLpXzIVDNQP22n,183956,4
446,Chinese New Year,0.744,0.845,4,-7.422,0,0.253,0.759,0.232,0.1,0.749,75.221,audio_features,0SIAFU49FFHwR3QnT5Jx0k,spotify:track:0SIAFU49FFHwR3QnT5Jx0k,https://api.spotify.com/v1/tracks/0SIAFU49FFHwR3QnT5Jx0k,https://api.spotify.com/v1/audio-analysis/0SIAFU49FFHwR3QnT5Jx0k,160000,4
447,Everybody Wants To Rule The World,0.645,0.795,7,-12.095,1,0.0527,0.347,0.00389,0.104,0.535,112.067,audio_features,4RvWPyQ5RL0ao9LPZeSouE,spotify:track:4RvWPyQ5RL0ao9LPZeSouE,https://api.spotify.com/v1/tracks/4RvWPyQ5RL0ao9LPZeSouE,https://api.spotify.com/v1/audio-analysis/4RvWPyQ5RL0ao9LPZeSouE,251489,4
448,"Kaise Hua (From ""Kabir Singh"")",0.37,0.467,2,-6.973,1,0.0411,0.442,0.0,0.109,0.162,137.796,audio_features,5w0Xpt2YHT2Y3z3e4UUJP7,spotify:track:5w0Xpt2YHT2Y3z3e4UUJP7,https://api.spotify.com/v1/tracks/5w0Xpt2YHT2Y3z3e4UUJP7,https://api.spotify.com/v1/audio-analysis/5w0Xpt2YHT2Y3z3e4UUJP7,234722,4
449,Ittar,0.487,0.755,8,-4.42,0,0.0963,0.165,0.0,0.0713,0.656,85.256,audio_features,3VwIFCFQ6HQNzlQPfJBrt7,spotify:track:3VwIFCFQ6HQNzlQPfJBrt7,https://api.spotify.com/v1/tracks/3VwIFCFQ6HQNzlQPfJBrt7,https://api.spotify.com/v1/audio-analysis/3VwIFCFQ6HQNzlQPfJBrt7,200930,4
450,"Abhijit Chavda Returns - War, Bloodshed & Treasures | History Of Conflicts | TRS हिंदी 181",0.648,0.367,3,-14.167,0,0.0474,0.104,0.00929,0.0769,0.939,154.008,audio_features,7eyTUv9Y7VpAhZJYrDqGQy,spotify:track:7eyTUv9Y7VpAhZJYrDqGQy,https://api.spotify.com/v1/tracks/7eyTUv9Y7VpAhZJYrDqGQy,https://api.spotify.com/v1/audio-analysis/7eyTUv9Y7VpAhZJYrDqGQy,266973,4
451,Tere Nainon Mein,0.641,0.577,8,-8.331,0,0.0319,0.427,0.0,0.15,0.629,144.929,audio_features,3OhyYFXr9EDgQcOW1SqCKS,spotify:track:3OhyYFXr9EDgQcOW1SqCKS,https://api.spotify.com/v1/tracks/3OhyYFXr9EDgQcOW1SqCKS,https://api.spotify.com/v1/audio-analysis/3OhyYFXr9EDgQcOW1SqCKS,244493,4
452,Emotional Attyachaar (Rock Version),0.587,0.826,0,-8.888,1,0.0445,0.0336,0.0772,0.107,0.225,105.966,audio_features,789ypzLVZugyrUn57A6CWp,spotify:track:789ypzLVZugyrUn57A6CWp,https://api.spotify.com/v1/tracks/789ypzLVZugyrUn57A6CWp,https://api.spotify.com/v1/audio-analysis/789ypzLVZugyrUn57A6CWp,239537,4
453,Peaches,0.663,0.478,4,-7.265,0,0.185,0.095,0.0,0.0705,0.341,85.264,audio_features,3mZLiEDAHIjZ8ms5Lxq33F,spotify:track:3mZLiEDAHIjZ8ms5Lxq33F,https://api.spotify.com/v1/tracks/3mZLiEDAHIjZ8ms5Lxq33F,https://api.spotify.com/v1/audio-analysis/3mZLiEDAHIjZ8ms5Lxq33F,189176,4
454,The Beginnings,0.403,0.299,4,-11.998,1,0.0327,0.905,0.00343,0.109,0.197,80.694,audio_features,7wxFzWq8qNbrJvJgix8U1h,spotify:track:7wxFzWq8qNbrJvJgix8U1h,https://api.spotify.com/v1/tracks/7wxFzWq8qNbrJvJgix8U1h,https://api.spotify.com/v1/audio-analysis/7wxFzWq8qNbrJvJgix8U1h,225344,4
455,Blank Space/Stand By Me - Live From Spotify London,0.774,0.553,9,-6.815,1,0.0823,0.379,0.0,0.739,0.514,102.055,audio_features,3Dbgo1HE3DErIBNDIO4Hyd,spotify:track:3Dbgo1HE3DErIBNDIO4Hyd,https://api.spotify.com/v1/tracks/3Dbgo1HE3DErIBNDIO4Hyd,https://api.spotify.com/v1/audio-analysis/3Dbgo1HE3DErIBNDIO4Hyd,303434,4
456,"Tose Naina (From ""Mickey Virus)",0.523,0.561,4,-6.474,1,0.0329,0.426,0.0,0.109,0.31,139.885,audio_features,2fMlezwwP5Hr1UwuAknN4o,spotify:track:2fMlezwwP5Hr1UwuAknN4o,https://api.spotify.com/v1/tracks/2fMlezwwP5Hr1UwuAknN4o,https://api.spotify.com/v1/audio-analysis/2fMlezwwP5Hr1UwuAknN4o,263549,4
457,Hawa Banke,0.625,0.598,7,-6.6,0,0.0373,0.616,0.0,0.299,0.5,90.078,audio_features,1L3Nsi7YXtBxTdnbqektia,spotify:track:1L3Nsi7YXtBxTdnbqektia,https://api.spotify.com/v1/tracks/1L3Nsi7YXtBxTdnbqektia,https://api.spotify.com/v1/audio-analysis/1L3Nsi7YXtBxTdnbqektia,171988,4
458,"Ghalat Fehmi - From ""Superstar""",0.645,0.479,5,-11.092,1,0.0267,0.154,0.0124,0.0727,0.329,144.036,audio_features,092w4KWxlBGkEkRuB4RY7D,spotify:track:092w4KWxlBGkEkRuB4RY7D,https://api.spotify.com/v1/tracks/092w4KWxlBGkEkRuB4RY7D,https://api.spotify.com/v1/audio-analysis/092w4KWxlBGkEkRuB4RY7D,273611,4
459,O Sanam,0.76,0.555,7,-10.165,1,0.0465,0.409,0.213,0.0822,0.52,98.066,audio_features,5oYRr51VatOtkFeEOursuZ,spotify:track:5oYRr51VatOtkFeEOursuZ,https://api.spotify.com/v1/tracks/5oYRr51VatOtkFeEOursuZ,https://api.spotify.com/v1/audio-analysis/5oYRr51VatOtkFeEOursuZ,223028,4
460,Ishq,0.711,0.295,0,-12.377,0,0.0334,0.534,4.51e-05,0.0782,0.694,135.041,audio_features,1hQia6rxgfM1ly2hE3StWp,spotify:track:1hQia6rxgfM1ly2hE3StWp,https://api.spotify.com/v1/tracks/1hQia6rxgfM1ly2hE3StWp,https://api.spotify.com/v1/audio-analysis/1hQia6rxgfM1ly2hE3StWp,257973,4
461,Freaks,0.345,0.941,9,-9.918,1,0.0466,3.84e-05,0.633,0.0511,0.407,179.626,audio_features,7EkWXAI1wn8Ii883ecd9xr,spotify:track:7EkWXAI1wn8Ii883ecd9xr,https://api.spotify.com/v1/tracks/7EkWXAI1wn8Ii883ecd9xr,https://api.spotify.com/v1/audio-analysis/7EkWXAI1wn8Ii883ecd9xr,147062,4
462,"Psycho Saiyaan (From ""Saaho"")",0.785,0.722,10,-2.604,0,0.158,0.0363,4.24e-06,0.452,0.848,189.857,audio_features,3ZjMdVOWxQ53FKrmkgCv95,spotify:track:3ZjMdVOWxQ53FKrmkgCv95,https://api.spotify.com/v1/tracks/3ZjMdVOWxQ53FKrmkgCv95,https://api.spotify.com/v1/audio-analysis/3ZjMdVOWxQ53FKrmkgCv95,166461,4
463,"Kaise Ab Kahein - From ""Gutar Gu""",0.443,0.396,7,-11.071,1,0.037,0.891,0.0,0.0926,0.488,89.114,audio_features,3eSm4iAkLsn3BeggfiQOH9,spotify:track:3eSm4iAkLsn3BeggfiQOH9,https://api.spotify.com/v1/tracks/3eSm4iAkLsn3BeggfiQOH9,https://api.spotify.com/v1/audio-analysis/3eSm4iAkLsn3BeggfiQOH9,120000,4
464,Wicked Games,0.663,0.296,9,-18.09,1,0.0294,0.68,0.00837,0.0879,0.359,112.306,audio_features,7w5AOd6HrDIHewHfpABEss,spotify:track:7w5AOd6HrDIHewHfpABEss,https://api.spotify.com/v1/tracks/7w5AOd6HrDIHewHfpABEss,https://api.spotify.com/v1/audio-analysis/7w5AOd6HrDIHewHfpABEss,289067,4
465,It's Not Living (If It's Not With You),0.618,0.837,1,-5.338,1,0.0304,0.000254,0.000378,0.0618,0.526,121.227,audio_features,3TgMcrV32NUKjEG2ujn9eh,spotify:track:3TgMcrV32NUKjEG2ujn9eh,https://api.spotify.com/v1/tracks/3TgMcrV32NUKjEG2ujn9eh,https://api.spotify.com/v1/audio-analysis/3TgMcrV32NUKjEG2ujn9eh,248336,4
466,I'll Be There,0.627,0.858,7,-3.116,1,0.0394,0.0288,0.0,0.199,0.399,100.074,audio_features,4r1CoAATVuxag55Ct3Y1aX,spotify:track:4r1CoAATVuxag55Ct3Y1aX,https://api.spotify.com/v1/tracks/4r1CoAATVuxag55Ct3Y1aX,https://api.spotify.com/v1/audio-analysis/4r1CoAATVuxag55Ct3Y1aX,194387,4
467,Senbonzakura,0.38,0.293,2,-15.708,0,0.0416,0.987,0.832,0.0718,0.337,95.822,audio_features,3qt8rX4wTPiQbAlzeIrCVx,spotify:track:3qt8rX4wTPiQbAlzeIrCVx,https://api.spotify.com/v1/tracks/3qt8rX4wTPiQbAlzeIrCVx,https://api.spotify.com/v1/audio-analysis/3qt8rX4wTPiQbAlzeIrCVx,299659,4
468,Hollywood in Space,0.589,0.479,11,-12.101,0,0.108,0.701,0.000232,0.0957,0.131,162.018,audio_features,62WDlVXjNo8q1Xp4X8lBUT,spotify:track:62WDlVXjNo8q1Xp4X8lBUT,https://api.spotify.com/v1/tracks/62WDlVXjNo8q1Xp4X8lBUT,https://api.spotify.com/v1/audio-analysis/62WDlVXjNo8q1Xp4X8lBUT,142612,4
469,Show,0.808,0.593,10,-6.311,0,0.0351,0.347,0.000223,0.113,0.299,99.988,audio_features,64mInfKzmJIbuTvcnhRgfW,spotify:track:64mInfKzmJIbuTvcnhRgfW,https://api.spotify.com/v1/tracks/64mInfKzmJIbuTvcnhRgfW,https://api.spotify.com/v1/audio-analysis/64mInfKzmJIbuTvcnhRgfW,146062,4
470,I Love You So,0.575,0.648,10,-4.891,1,0.0358,0.583,0.0,0.115,0.466,75.977,audio_features,4SqWKzw0CbA05TGszDgMlc,spotify:track:4SqWKzw0CbA05TGszDgMlc,https://api.spotify.com/v1/tracks/4SqWKzw0CbA05TGszDgMlc,https://api.spotify.com/v1/audio-analysis/4SqWKzw0CbA05TGszDgMlc,160240,4
471,Something Good Can Work,0.65,0.836,0,-5.101,1,0.0334,0.00553,0.00101,0.192,0.656,119.933,audio_features,67SrO8B3O8iUq0AmEh0VzJ,spotify:track:67SrO8B3O8iUq0AmEh0VzJ,https://api.spotify.com/v1/tracks/67SrO8B3O8iUq0AmEh0VzJ,https://api.spotify.com/v1/audio-analysis/67SrO8B3O8iUq0AmEh0VzJ,162907,4
472,"Muqabla (From ""Street Dancer 3D"")",0.804,0.913,0,-3.135,1,0.0933,0.0248,2.84e-05,0.391,0.544,119.993,audio_features,28veUNu4veN0LOBVa0nFw8,spotify:track:28veUNu4veN0LOBVa0nFw8,https://api.spotify.com/v1/tracks/28veUNu4veN0LOBVa0nFw8,https://api.spotify.com/v1/audio-analysis/28veUNu4veN0LOBVa0nFw8,176125,4
473,No. 1 Party Anthem,0.505,0.698,0,-5.563,1,0.0297,0.33,0.0887,0.0966,0.599,115.013,audio_features,5TTGoX70AFrTvuEtqHK37S,spotify:track:5TTGoX70AFrTvuEtqHK37S,https://api.spotify.com/v1/tracks/5TTGoX70AFrTvuEtqHK37S,https://api.spotify.com/v1/audio-analysis/5TTGoX70AFrTvuEtqHK37S,243132,4
474,Falak Tak,0.718,0.697,2,-6.474,0,0.135,0.634,1.53e-05,0.0563,0.62,143.907,audio_features,0IudGhdeJZwJ0Ps6ndtQDt,spotify:track:0IudGhdeJZwJ0Ps6ndtQDt,https://api.spotify.com/v1/tracks/0IudGhdeJZwJ0Ps6ndtQDt,https://api.spotify.com/v1/audio-analysis/0IudGhdeJZwJ0Ps6ndtQDt,356180,4
475,"Fly from Here, Pt. II: Sad Night at the Airfield",0.202,0.402,11,-10.027,0,0.0303,0.0535,0.00862,0.256,0.084,81.038,audio_features,707KlyJNsieAheYwlTxT6b,spotify:track:707KlyJNsieAheYwlTxT6b,https://api.spotify.com/v1/tracks/707KlyJNsieAheYwlTxT6b,https://api.spotify.com/v1/audio-analysis/707KlyJNsieAheYwlTxT6b,325058,4
476,Cooks,0.45,0.583,4,-10.49,0,0.0811,0.434,0.0126,0.244,0.701,77.066,audio_features,75TDPu9k7Yv3IovdYaNCwk,spotify:track:75TDPu9k7Yv3IovdYaNCwk,https://api.spotify.com/v1/tracks/75TDPu9k7Yv3IovdYaNCwk,https://api.spotify.com/v1/audio-analysis/75TDPu9k7Yv3IovdYaNCwk,174105,4
477,Nidra Yoga (Yoga Meditation),0.11,0.029,7,-26.596,1,0.0335,0.993,0.94,0.0948,0.0608,91.095,audio_features,3HGRb35GpzfILI3qSvPFpF,spotify:track:3HGRb35GpzfILI3qSvPFpF,https://api.spotify.com/v1/tracks/3HGRb35GpzfILI3qSvPFpF,https://api.spotify.com/v1/audio-analysis/3HGRb35GpzfILI3qSvPFpF,213995,4
478,I hope that you think of me,0.845,0.455,3,-9.857,1,0.045,0.0625,6.41e-05,0.108,0.65,105.0,audio_features,42LY6qYxu3L6nJ7Dt72gNy,spotify:track:42LY6qYxu3L6nJ7Dt72gNy,https://api.spotify.com/v1/tracks/42LY6qYxu3L6nJ7Dt72gNy,https://api.spotify.com/v1/audio-analysis/42LY6qYxu3L6nJ7Dt72gNy,128000,4
479,Another One Bites The Dust - Remastered 2011,0.933,0.528,5,-6.472,0,0.161,0.112,0.312,0.163,0.754,109.967,audio_features,5vdp5UmvTsnMEMESIF2Ym7,spotify:track:5vdp5UmvTsnMEMESIF2Ym7,https://api.spotify.com/v1/tracks/5vdp5UmvTsnMEMESIF2Ym7,https://api.spotify.com/v1/audio-analysis/5vdp5UmvTsnMEMESIF2Ym7,214653,4
480,Tujhe Kitna Chahne Lage,0.427,0.396,11,-7.556,1,0.0366,0.736,0.0,0.11,0.306,70.368,audio_features,2Fv2injs4qAm8mJBGaxVKU,spotify:track:2Fv2injs4qAm8mJBGaxVKU,https://api.spotify.com/v1/tracks/2Fv2injs4qAm8mJBGaxVKU,https://api.spotify.com/v1/audio-analysis/2Fv2injs4qAm8mJBGaxVKU,284780,4
481,Kali Kali Zulfon Ke (Lo-Fi),0.358,0.463,7,-7.075,1,0.0375,0.816,0.0,0.155,0.15,152.353,audio_features,3mUkVsovIuscQlSoMhmAZt,spotify:track:3mUkVsovIuscQlSoMhmAZt,https://api.spotify.com/v1/tracks/3mUkVsovIuscQlSoMhmAZt,https://api.spotify.com/v1/audio-analysis/3mUkVsovIuscQlSoMhmAZt,77253,3
482,Every Breath You Take,0.82,0.452,1,-9.796,1,0.0348,0.543,0.00294,0.0714,0.74,117.401,audio_features,1JSTJqkT5qHq8MDJnJbRE1,spotify:track:1JSTJqkT5qHq8MDJnJbRE1,https://api.spotify.com/v1/tracks/1JSTJqkT5qHq8MDJnJbRE1,https://api.spotify.com/v1/audio-analysis/1JSTJqkT5qHq8MDJnJbRE1,253920,4
483,Rubicon,0.868,0.745,11,-5.82,0,0.268,0.187,0.000342,0.431,0.762,139.9,audio_features,03yKEFruN3BS2coglBtt2N,spotify:track:03yKEFruN3BS2coglBtt2N,https://api.spotify.com/v1/tracks/03yKEFruN3BS2coglBtt2N,https://api.spotify.com/v1/audio-analysis/03yKEFruN3BS2coglBtt2N,188571,4
484,World of Concrete: Exploring 3D printing in construction with Mr. Santosh Suthar| EP 26 BuildMate Podcast,0.303,0.478,7,-7.851,1,0.035,0.371,0.0,0.131,0.117,139.838,audio_features,0QatL1szZzMTAfZoJKWo0s,spotify:track:0QatL1szZzMTAfZoJKWo0s,https://api.spotify.com/v1/tracks/0QatL1szZzMTAfZoJKWo0s,https://api.spotify.com/v1/audio-analysis/0QatL1szZzMTAfZoJKWo0s,491691,4
485,Andromeda (feat. DRAM),0.788,0.472,0,-9.021,1,0.0475,0.003,0.0322,0.59,0.257,130.084,audio_features,2C0KFbb4v9CNWR5c9jWcKC,spotify:track:2C0KFbb4v9CNWR5c9jWcKC,https://api.spotify.com/v1/tracks/2C0KFbb4v9CNWR5c9jWcKC,https://api.spotify.com/v1/audio-analysis/2C0KFbb4v9CNWR5c9jWcKC,197547,4
486,bad guy,0.701,0.425,7,-10.965,1,0.375,0.328,0.13,0.1,0.562,135.128,audio_features,2Fxmhks0bxGSBdJ92vM42m,spotify:track:2Fxmhks0bxGSBdJ92vM42m,https://api.spotify.com/v1/tracks/2Fxmhks0bxGSBdJ92vM42m,https://api.spotify.com/v1/audio-analysis/2Fxmhks0bxGSBdJ92vM42m,194088,4
487,Main Rang Sharbaton Ka (Lofi Mix),0.547,0.43,6,-10.917,1,0.0311,0.679,0.396,0.112,0.501,79.923,audio_features,11na2yXOmMbkUL8f5j6vxZ,spotify:track:11na2yXOmMbkUL8f5j6vxZ,https://api.spotify.com/v1/tracks/11na2yXOmMbkUL8f5j6vxZ,https://api.spotify.com/v1/audio-analysis/11na2yXOmMbkUL8f5j6vxZ,147000,4
488,Ranjhana,0.673,0.714,9,-8.042,1,0.039,0.111,0.0,0.0858,0.78,112.941,audio_features,5OMUXgfXsSukZ0zxelpC3b,spotify:track:5OMUXgfXsSukZ0zxelpC3b,https://api.spotify.com/v1/tracks/5OMUXgfXsSukZ0zxelpC3b,https://api.spotify.com/v1/audio-analysis/5OMUXgfXsSukZ0zxelpC3b,254653,4
489,Humdard,0.572,0.541,5,-6.45,1,0.0245,0.759,0.0,0.111,0.266,87.01,audio_features,1OEmd2iXU8pWG7CrKNpGUg,spotify:track:1OEmd2iXU8pWG7CrKNpGUg,https://api.spotify.com/v1/tracks/1OEmd2iXU8pWG7CrKNpGUg,https://api.spotify.com/v1/audio-analysis/1OEmd2iXU8pWG7CrKNpGUg,260590,4
490,Yung Luv,0.633,0.548,8,-8.018,1,0.0523,0.219,3.88e-05,0.0689,0.541,173.994,audio_features,4Xx4oojaE3MlJKpgtilgp1,spotify:track:4Xx4oojaE3MlJKpgtilgp1,https://api.spotify.com/v1/tracks/4Xx4oojaE3MlJKpgtilgp1,https://api.spotify.com/v1/audio-analysis/4Xx4oojaE3MlJKpgtilgp1,210000,4
491,Ophelia,0.664,0.573,5,-6.519,1,0.0277,0.613,0.000363,0.0857,0.566,76.023,audio_features,5NORWMFC27ywGSZxi8uquP,spotify:track:5NORWMFC27ywGSZxi8uquP,https://api.spotify.com/v1/tracks/5NORWMFC27ywGSZxi8uquP,https://api.spotify.com/v1/audio-analysis/5NORWMFC27ywGSZxi8uquP,160097,4
492,BJPod- Influencers Influencing Influenza Feat. Anurag Minus Verma,0.59,0.459,4,-9.488,1,0.034,0.661,0.0,0.203,0.293,149.885,audio_features,6smPjrA4Hf7J3kFe9afb1E,spotify:track:6smPjrA4Hf7J3kFe9afb1E,https://api.spotify.com/v1/tracks/6smPjrA4Hf7J3kFe9afb1E,https://api.spotify.com/v1/audio-analysis/6smPjrA4Hf7J3kFe9afb1E,211463,3
493,"Crazy Conversation With Rajpal Yadav - Iconic Memes, Behind The Scenes Story And More | TRSH 224",0.581,0.491,9,-7.553,0,0.304,0.756,9.22e-06,0.439,0.809,153.115,audio_features,0F4n8HLPDbiLFFwGzo0lIs,spotify:track:0F4n8HLPDbiLFFwGzo0lIs,https://api.spotify.com/v1/tracks/0F4n8HLPDbiLFFwGzo0lIs,https://api.spotify.com/v1/audio-analysis/0F4n8HLPDbiLFFwGzo0lIs,242381,3
494,Kya Mujhe Pyar Hai,0.644,0.818,6,-5.924,0,0.0549,0.431,2.62e-05,0.0806,0.789,118.477,audio_features,3HFjh7QljnUCBLsoTwMuTj,spotify:track:3HFjh7QljnUCBLsoTwMuTj,https://api.spotify.com/v1/tracks/3HFjh7QljnUCBLsoTwMuTj,https://api.spotify.com/v1/audio-analysis/3HFjh7QljnUCBLsoTwMuTj,266653,4
495,Phir Mohabbat,0.461,0.481,0,-6.389,0,0.0327,0.789,1.01e-06,0.127,0.262,199.807,audio_features,2b2HutIDmoeBnnKRWDLAtV,spotify:track:2b2HutIDmoeBnnKRWDLAtV,https://api.spotify.com/v1/tracks/2b2HutIDmoeBnnKRWDLAtV,https://api.spotify.com/v1/audio-analysis/2b2HutIDmoeBnnKRWDLAtV,329851,4
496,Desire (with Sam Smith),0.587,0.924,11,-5.433,0,0.0457,0.0311,0.0171,0.23,0.509,140.009,audio_features,22dUzMFttcR3uU17NcOAIv,spotify:track:22dUzMFttcR3uU17NcOAIv,https://api.spotify.com/v1/tracks/22dUzMFttcR3uU17NcOAIv,https://api.spotify.com/v1/audio-analysis/22dUzMFttcR3uU17NcOAIv,179162,4
497,Dormouse - A Theme,0.41,0.0393,7,-20.042,0,0.0452,0.878,0.671,0.14,0.363,166.301,audio_features,3zR55Tm2Ggf7g2YB5ZB127,spotify:track:3zR55Tm2Ggf7g2YB5ZB127,https://api.spotify.com/v1/tracks/3zR55Tm2Ggf7g2YB5ZB127,https://api.spotify.com/v1/audio-analysis/3zR55Tm2Ggf7g2YB5ZB127,68440,3
498,Silicone,0.582,0.661,10,-7.006,0,0.172,0.0693,0.0,0.309,0.514,89.604,audio_features,3UeV0FgtxsChvX6rlX8loZ,spotify:track:3UeV0FgtxsChvX6rlX8loZ,https://api.spotify.com/v1/tracks/3UeV0FgtxsChvX6rlX8loZ,https://api.spotify.com/v1/audio-analysis/3UeV0FgtxsChvX6rlX8loZ,206257,4
499,Ahead Of Myself,0.587,0.542,5,-7.876,1,0.034,0.0014,0.0,0.0906,0.371,89.991,audio_features,5KrEN8aGZnvS2UU6molPFs,spotify:track:5KrEN8aGZnvS2UU6molPFs,https://api.spotify.com/v1/tracks/5KrEN8aGZnvS2UU6molPFs,https://api.spotify.com/v1/audio-analysis/5KrEN8aGZnvS2UU6molPFs,223147,4
500,Haiwaan,0.871,0.65,1,-3.249,1,0.111,0.381,0.0,0.16,0.546,119.944,audio_features,3Zh2ngO9easf9Nj868G6a9,spotify:track:3Zh2ngO9easf9Nj868G6a9,https://api.spotify.com/v1/tracks/3Zh2ngO9easf9Nj868G6a9,https://api.spotify.com/v1/audio-analysis/3Zh2ngO9easf9Nj868G6a9,162923,4
501,Left and Right (Feat. Jung Kook of BTS),0.881,0.592,2,-4.898,1,0.0324,0.619,1.32e-05,0.0901,0.719,101.058,audio_features,0mBP9X2gPCuapvpZ7TGDk3,spotify:track:0mBP9X2gPCuapvpZ7TGDk3,https://api.spotify.com/v1/tracks/0mBP9X2gPCuapvpZ7TGDk3,https://api.spotify.com/v1/audio-analysis/0mBP9X2gPCuapvpZ7TGDk3,154487,4
502,About A Girl,0.292,0.933,9,-4.371,1,0.064,0.000221,9.86e-06,0.473,0.296,202.012,audio_features,5johpJIVjqU2Ki03DOA7Jr,spotify:track:5johpJIVjqU2Ki03DOA7Jr,https://api.spotify.com/v1/tracks/5johpJIVjqU2Ki03DOA7Jr,https://api.spotify.com/v1/audio-analysis/5johpJIVjqU2Ki03DOA7Jr,210333,4
503,Haru no Umi (The Sea in Spring),0.253,0.15,2,-14.04,0,0.0361,0.928,0.41,0.108,0.0397,70.926,audio_features,6fgH1Zz2N7PMRYw1qN9I80,spotify:track:6fgH1Zz2N7PMRYw1qN9I80,https://api.spotify.com/v1/tracks/6fgH1Zz2N7PMRYw1qN9I80,https://api.spotify.com/v1/audio-analysis/6fgH1Zz2N7PMRYw1qN9I80,574893,4
504,Stressed Out,0.734,0.637,4,-5.677,0,0.141,0.0462,2.29e-05,0.0602,0.648,169.977,audio_features,3CRDbSIZ4r5MsZ0YwxuEkn,spotify:track:3CRDbSIZ4r5MsZ0YwxuEkn,https://api.spotify.com/v1/tracks/3CRDbSIZ4r5MsZ0YwxuEkn,https://api.spotify.com/v1/audio-analysis/3CRDbSIZ4r5MsZ0YwxuEkn,202333,4
505,Raula,0.752,0.965,0,-5.309,1,0.0532,0.123,7.4e-05,0.233,0.9,120.979,audio_features,5fuXyn3OBdYnGmgncTLUiE,spotify:track:5fuXyn3OBdYnGmgncTLUiE,https://api.spotify.com/v1/tracks/5fuXyn3OBdYnGmgncTLUiE,https://api.spotify.com/v1/audio-analysis/5fuXyn3OBdYnGmgncTLUiE,256364,4
506,Jind Mahi,0.57,0.859,2,-8.232,1,0.0309,3.3e-05,0.705,0.455,0.188,146.003,audio_features,18mL2rtfvLGDb6SwlndwJr,spotify:track:18mL2rtfvLGDb6SwlndwJr,https://api.spotify.com/v1/tracks/18mL2rtfvLGDb6SwlndwJr,https://api.spotify.com/v1/audio-analysis/18mL2rtfvLGDb6SwlndwJr,302466,4
507,Bheegi Bheegi,0.313,0.529,0,-9.847,1,0.0363,0.0928,0.0,0.129,0.289,152.025,audio_features,2YrSozvJeJCMqEaQ9EVLfD,spotify:track:2YrSozvJeJCMqEaQ9EVLfD,https://api.spotify.com/v1/tracks/2YrSozvJeJCMqEaQ9EVLfD,https://api.spotify.com/v1/audio-analysis/2YrSozvJeJCMqEaQ9EVLfD,345240,3
