,name,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,type,id,uri,track_href,analysis_url,duration_ms,time_signature
274,Sunflower,0.76,0.479,2,-5.574,1,0.0466,0.556,0.0,0.0703,0.913,89.911,audio_features,3KkXRkHbMCARz0aVfEt68P,spotify:track:3KkXRkHbMCARz0aVfEt68P,https://api.spotify.com/v1/tracks/3KkXRkHbMCARz0aVfEt68P,https://api.spotify.com/v1/audio-analysis/3KkXRkHbMCARz0aVfEt68P,158040,4
275,Take on Me,0.573,0.902,6,-7.638,0,0.054,0.018,0.00125,0.0928,0.876,84.412,audio_features,2WfaOiMkCvy7F5fcp2zZ8L,spotify:track:2WfaOiMkCvy7F5fcp2zZ8L,https://api.spotify.com/v1/tracks/2WfaOiMkCvy7F5fcp2zZ8L,https://api.spotify.com/v1/audio-analysis/2WfaOiMkCvy7F5fcp2zZ8L,225280,4
276,Armor,0.528,0.687,8,-6.268,0,0.0334,0.157,0.0,0.0997,0.312,155.953,audio_features,0o9MIPIGM8svRpfdQGTvUX,spotify:track:0o9MIPIGM8svRpfdQGTvUX,https://api.spotify.com/v1/tracks/0o9MIPIGM8svRpfdQGTvUX,https://api.spotify.com/v1/audio-analysis/0o9MIPIGM8svRpfdQGTvUX,212066,4
277,"Yuvraj Singh - Cricket, Dhoni, Life & Health | Darr Ke Aage Jeet Hai Stories On TRS हिंदी 212",0.5,0.715,4,-2.701,0,0.0938,0.00773,0.0,0.0862,0.391,168.089,audio_features,5DYuaaHBXIYhXhZAyAIWeF,spotify:track:5DYuaaHBXIYhXhZAyAIWeF,https://api.spotify.com/v1/tracks/5DYuaaHBXIYhXhZAyAIWeF,https://api.spotify.com/v1/audio-analysis/5DYuaaHBXIYhXhZAyAIWeF,288594,4
278,Pichaak,0.796,0.673,2,-5.246,1,0.611,0.883,2.1e-06,0.179,0.763,165.929,audio_features,0tC4gJXNi9OEBySV2y17Wt,spotify:track:0tC4gJXNi9OEBySV2y17Wt,https://api.spotify.com/v1/tracks/0tC4gJXNi9OEBySV2y17Wt,https://api.spotify.com/v1/audio-analysis/0tC4gJXNi9OEBySV2y17Wt,248521,4
279,Ten Feet Tall (Acoustic),0.523,0.861,0,-3.447,1,0.0644,0.0336,0.0,0.144,0.346,127.049,audio_features,2ldAdghnrO34HPcZ0IWfTu,spotify:track:2ldAdghnrO34HPcZ0IWfTu,https://api.spotify.com/v1/tracks/2ldAdghnrO34HPcZ0IWfTu,https://api.spotify.com/v1/audio-analysis/2ldAdghnrO34HPcZ0IWfTu,229149,4
280,Doncamatic (feat. Daley),0.893,0.48,9,-5.493,1,0.056,0.0903,0.0,0.102,0.968,123.98,audio_features,0OFQwUVOYXn4E8scJq0PAc,spotify:track:0OFQwUVOYXn4E8scJq0PAc,https://api.spotify.com/v1/tracks/0OFQwUVOYXn4E8scJq0PAc,https://api.spotify.com/v1/audio-analysis/0OFQwUVOYXn4E8scJq0PAc,202067,4
281,Desi Kalakaar,0.751,0.67,0,-4.587,1,0.267,0.0796,0.00018,0.0908,0.766,156.062,audio_features,7m4CgL81VVIHaaiSxyH922,spotify:track:7m4CgL81VVIHaaiSxyH922,https://api.spotify.com/v1/tracks/7m4CgL81VVIHaaiSxyH922,https://api.spotify.com/v1/audio-analysis/7m4CgL81VVIHaaiSxyH922,253353,4
282,God is a Woman,0.602,0.658,1,-5.934,1,0.0558,0.0233,6e-05,0.237,0.268,145.031,audio_features,5OCJzvD7sykQEKHH7qAC3C,spotify:track:5OCJzvD7sykQEKHH7qAC3C,https://api.spotify.com/v1/tracks/5OCJzvD7sykQEKHH7qAC3C,https://api.spotify.com/v1/audio-analysis/5OCJzvD7sykQEKHH7qAC3C,197547,4
283,Oh Caroline,0.646,0.85,2,-5.466,1,0.0428,0.363,4.01e-05,0.0994,0.819,96.538,audio_features,14dJexYlvd3t3XAtD1pYW1,spotify:track:14dJexYlvd3t3XAtD1pYW1,https://api.spotify.com/v1/tracks/14dJexYlvd3t3XAtD1pYW1,https://api.spotify.com/v1/audio-analysis/14dJexYlvd3t3XAtD1pYW1,212568,4
284,Episode 1-Rise of the Nazi Party,0.397,0.923,10,-4.029,0,0.201,0.00132,0.0,0.261,0.676,112.666,audio_features,2LF13LC1wG5XqZ2js2yC9O,spotify:track:2LF13LC1wG5XqZ2js2yC9O,https://api.spotify.com/v1/tracks/2LF13LC1wG5XqZ2js2yC9O,https://api.spotify.com/v1/audio-analysis/2LF13LC1wG5XqZ2js2yC9O,63390,3
285,1: Season 1 - Introduction,0.203,0.0267,10,-24.589,0,0.0403,0.971,0.975,0.112,0.0383,93.331,audio_features,2AWFSoMWoGExcNCc9yi6d8,spotify:track:2AWFSoMWoGExcNCc9yi6d8,https://api.spotify.com/v1/tracks/2AWFSoMWoGExcNCc9yi6d8,https://api.spotify.com/v1/audio-analysis/2AWFSoMWoGExcNCc9yi6d8,151173,3
286,Gul,0.839,0.471,7,-8.926,0,0.0394,0.375,0.000346,0.0853,0.563,104.003,audio_features,5RAZtbW6hkkVG4cMGPO6f2,spotify:track:5RAZtbW6hkkVG4cMGPO6f2,https://api.spotify.com/v1/tracks/5RAZtbW6hkkVG4cMGPO6f2,https://api.spotify.com/v1/audio-analysis/5RAZtbW6hkkVG4cMGPO6f2,169633,4
287,"Sex, Drugs, Etc.",0.572,0.839,4,-5.083,0,0.0377,0.013,0.00976,0.522,0.465,143.969,audio_features,7DbdUf8aHSYoliSjO6LZv6,spotify:track:7DbdUf8aHSYoliSjO6LZv6,https://api.spotify.com/v1/tracks/7DbdUf8aHSYoliSjO6LZv6,https://api.spotify.com/v1/audio-analysis/7DbdUf8aHSYoliSjO6LZv6,196784,4
288,Jalaluddin,0.6,0.67,7,-7.127,0,0.138,0.419,0.0,0.0968,0.571,120.021,audio_features,0VeCwK1YCCSEwRRRJy8sxp,spotify:track:0VeCwK1YCCSEwRRRJy8sxp,https://api.spotify.com/v1/tracks/0VeCwK1YCCSEwRRRJy8sxp,https://api.spotify.com/v1/audio-analysis/0VeCwK1YCCSEwRRRJy8sxp,180228,4
289,I Wanna Dance with Somebody (Who Loves Me),0.709,0.824,1,-8.824,1,0.0453,0.207,0.000307,0.0888,0.867,118.818,audio_features,2tUBqZG2AbRi7Q0BIrVrEj,spotify:track:2tUBqZG2AbRi7Q0BIrVrEj,https://api.spotify.com/v1/tracks/2tUBqZG2AbRi7Q0BIrVrEj,https://api.spotify.com/v1/audio-analysis/2tUBqZG2AbRi7Q0BIrVrEj,291293,4
290,SLOW DANCING IN THE DARK,0.515,0.479,3,-7.458,1,0.0261,0.544,0.00598,0.191,0.284,88.964,audio_features,0rKtyWc8bvkriBthvHKY8d,spotify:track:0rKtyWc8bvkriBthvHKY8d,https://api.spotify.com/v1/tracks/0rKtyWc8bvkriBthvHKY8d,https://api.spotify.com/v1/audio-analysis/0rKtyWc8bvkriBthvHKY8d,209274,4
291,Say You Won't Let Go,0.358,0.557,10,-7.398,1,0.059,0.695,0.0,0.0902,0.494,85.043,audio_features,5uCax9HTNlzGybIStD3vDh,spotify:track:5uCax9HTNlzGybIStD3vDh,https://api.spotify.com/v1/tracks/5uCax9HTNlzGybIStD3vDh,https://api.spotify.com/v1/audio-analysis/5uCax9HTNlzGybIStD3vDh,211467,4
292,"Mast Magan (From ""2 States"")",0.659,0.774,7,-7.014,1,0.0372,0.606,0.000333,0.185,0.883,82.995,audio_features,4wIWWEhbdgKAxhR68eE0Ye,spotify:track:4wIWWEhbdgKAxhR68eE0Ye,https://api.spotify.com/v1/tracks/4wIWWEhbdgKAxhR68eE0Ye,https://api.spotify.com/v1/audio-analysis/4wIWWEhbdgKAxhR68eE0Ye,280161,4
293,Godzilla (feat. Juice WRLD),0.808,0.745,10,-5.26,0,0.342,0.145,0.0,0.292,0.829,165.995,audio_features,7FIWs0pqAYbP91WWM0vlTQ,spotify:track:7FIWs0pqAYbP91WWM0vlTQ,https://api.spotify.com/v1/tracks/7FIWs0pqAYbP91WWM0vlTQ,https://api.spotify.com/v1/audio-analysis/7FIWs0pqAYbP91WWM0vlTQ,210800,4
294,Sweet Child O' Mine,0.446,0.952,6,-5.321,1,0.0523,0.0901,0.0857,0.112,0.624,125.303,audio_features,7snQQk1zcKl8gZ92AnueZW,spotify:track:7snQQk1zcKl8gZ92AnueZW,https://api.spotify.com/v1/tracks/7snQQk1zcKl8gZ92AnueZW,https://api.spotify.com/v1/audio-analysis/7snQQk1zcKl8gZ92AnueZW,356067,4
295,She Way Out,0.62,0.851,4,-4.747,0,0.0352,0.00421,0.0,0.104,0.235,116.984,audio_features,562oeuAN5GH85iE7FQVKSB,spotify:track:562oeuAN5GH85iE7FQVKSB,https://api.spotify.com/v1/tracks/562oeuAN5GH85iE7FQVKSB,https://api.spotify.com/v1/audio-analysis/562oeuAN5GH85iE7FQVKSB,239252,4
296,Teri Tasveer,0.549,0.432,1,-9.741,0,0.0295,0.655,0.227,0.0907,0.229,118.941,audio_features,4iBIFGEGJ0I5ezZZ6VXYp7,spotify:track:4iBIFGEGJ0I5ezZZ6VXYp7,https://api.spotify.com/v1/tracks/4iBIFGEGJ0I5ezZZ6VXYp7,https://api.spotify.com/v1/audio-analysis/4iBIFGEGJ0I5ezZZ6VXYp7,298905,3
297,Gurjari,0.585,0.639,2,-7.052,0,0.049,0.0592,1e-05,0.107,0.106,140.007,audio_features,2G6xSLWVj94AwzwdsbLJ29,spotify:track:2G6xSLWVj94AwzwdsbLJ29,https://api.spotify.com/v1/tracks/2G6xSLWVj94AwzwdsbLJ29,https://api.spotify.com/v1/audio-analysis/2G6xSLWVj94AwzwdsbLJ29,157714,4
298,Try Me,0.627,0.876,1,-4.857,1,0.0642,0.00601,0.0,0.65,0.397,97.244,audio_features,5RaK2eqyHaBSyjEtI27w3T,spotify:track:5RaK2eqyHaBSyjEtI27w3T,https://api.spotify.com/v1/tracks/5RaK2eqyHaBSyjEtI27w3T,https://api.spotify.com/v1/audio-analysis/5RaK2eqyHaBSyjEtI27w3T,195361,4
299,Bigger Boys and Stolen Sweethearts,0.494,0.587,9,-7.323,1,0.0324,0.00518,0.0,0.0892,0.605,131.774,audio_features,4TC0dnB5DxvoKcsalffFZe,spotify:track:4TC0dnB5DxvoKcsalffFZe,https://api.spotify.com/v1/tracks/4TC0dnB5DxvoKcsalffFZe,https://api.spotify.com/v1/audio-analysis/4TC0dnB5DxvoKcsalffFZe,180640,4
300,The Scientist,0.557,0.442,5,-7.224,1,0.0243,0.731,1.46e-05,0.11,0.213,146.277,audio_features,75JFxkI2RXiU7L9VXzMkle,spotify:track:75JFxkI2RXiU7L9VXzMkle,https://api.spotify.com/v1/tracks/75JFxkI2RXiU7L9VXzMkle,https://api.spotify.com/v1/audio-analysis/75JFxkI2RXiU7L9VXzMkle,309600,4
301,T-Shirts,0.442,0.246,6,-12.825,1,0.034,0.762,0.0,0.261,0.362,77.593,audio_features,1pD7dAbj5eUFXrCv5h6trv,spotify:track:1pD7dAbj5eUFXrCv5h6trv,https://api.spotify.com/v1/tracks/1pD7dAbj5eUFXrCv5h6trv,https://api.spotify.com/v1/audio-analysis/1pD7dAbj5eUFXrCv5h6trv,190263,4
302,Stay With Me (feat. Jeremy Zucker),0.694,0.695,2,-6.612,1,0.0705,0.489,0.000159,0.131,0.468,100.035,audio_features,65Bynqyt59f3fojjs1Uo41,spotify:track:65Bynqyt59f3fojjs1Uo41,https://api.spotify.com/v1/tracks/65Bynqyt59f3fojjs1Uo41,https://api.spotify.com/v1/audio-analysis/65Bynqyt59f3fojjs1Uo41,189787,4
303,Khoyo,0.34,0.43,8,-12.279,0,0.142,0.745,8.03e-05,0.211,0.309,200.298,audio_features,1b5oE4DkU1v5JlZoEYksdi,spotify:track:1b5oE4DkU1v5JlZoEYksdi,https://api.spotify.com/v1/tracks/1b5oE4DkU1v5JlZoEYksdi,https://api.spotify.com/v1/audio-analysis/1b5oE4DkU1v5JlZoEYksdi,232806,4
304,Badra Bahara,0.77,0.273,0,-14.931,1,0.0311,0.497,0.0726,0.121,0.447,100.032,audio_features,6i9997Q9R4M7RuqQEHq3ed,spotify:track:6i9997Q9R4M7RuqQEHq3ed,https://api.spotify.com/v1/tracks/6i9997Q9R4M7RuqQEHq3ed,https://api.spotify.com/v1/audio-analysis/6i9997Q9R4M7RuqQEHq3ed,156107,4
305,Rock the House,0.754,0.825,2,-6.498,1,0.237,0.0748,7.18e-05,0.169,0.612,171.953,audio_features,0UQNHlrHiz19Htk7YTLVe5,spotify:track:0UQNHlrHiz19Htk7YTLVe5,https://api.spotify.com/v1/tracks/0UQNHlrHiz19Htk7YTLVe5,https://api.spotify.com/v1/audio-analysis/0UQNHlrHiz19Htk7YTLVe5,249200,4
306,Controllah (feat. MC Bin Laden),0.777,0.895,1,-3.24,1,0.0403,0.231,2.45e-06,0.209,0.715,104.968,audio_features,3BmGfswCrv2p1It4oCdtU6,spotify:track:3BmGfswCrv2p1It4oCdtU6,https://api.spotify.com/v1/tracks/3BmGfswCrv2p1It4oCdtU6,https://api.spotify.com/v1/audio-analysis/3BmGfswCrv2p1It4oCdtU6,150317,4
307,"Kadhaippoma (From ""Oh My Kadavule"")",0.575,0.577,7,-6.674,1,0.0432,0.451,3.98e-06,0.264,0.157,90.012,audio_features,5cfKBuE5XKtlaNOVjQwA9H,spotify:track:5cfKBuE5XKtlaNOVjQwA9H,https://api.spotify.com/v1/tracks/5cfKBuE5XKtlaNOVjQwA9H,https://api.spotify.com/v1/audio-analysis/5cfKBuE5XKtlaNOVjQwA9H,282208,4
308,Pretty Girl,0.456,0.764,10,-3.584,1,0.148,0.298,0.0,0.229,0.383,124.971,audio_features,1ue7zm5TVVvmoQV8lK6K2H,spotify:track:1ue7zm5TVVvmoQV8lK6K2H,https://api.spotify.com/v1/tracks/1ue7zm5TVVvmoQV8lK6K2H,https://api.spotify.com/v1/audio-analysis/1ue7zm5TVVvmoQV8lK6K2H,219429,5
309,Tu Aake Dekhle,0.72,0.681,11,-8.042,1,0.0941,0.375,0.0,0.17,0.13,95.949,audio_features,5BKKKNwrebowaMoUdBaNby,spotify:track:5BKKKNwrebowaMoUdBaNby,https://api.spotify.com/v1/tracks/5BKKKNwrebowaMoUdBaNby,https://api.spotify.com/v1/audio-analysis/5BKKKNwrebowaMoUdBaNby,270000,4
310,R.I.P. 2 My Youth,0.353,0.686,7,-5.704,0,0.0534,0.00216,0.0,0.123,0.177,94.47,audio_features,07VBqWH6NG8L2ad3l84UKk,spotify:track:07VBqWH6NG8L2ad3l84UKk,https://api.spotify.com/v1/tracks/07VBqWH6NG8L2ad3l84UKk,https://api.spotify.com/v1/audio-analysis/07VBqWH6NG8L2ad3l84UKk,205280,4
311,Om,0.0714,0.0361,8,-29.371,1,0.0452,0.933,0.972,0.109,0.0311,77.824,audio_features,74OnNzQEy5KrRCSztE6jqq,spotify:track:74OnNzQEy5KrRCSztE6jqq,https://api.spotify.com/v1/tracks/74OnNzQEy5KrRCSztE6jqq,https://api.spotify.com/v1/audio-analysis/74OnNzQEy5KrRCSztE6jqq,1788833,3
312,Evergreen,0.555,0.216,3,-11.661,1,0.0721,0.557,0.00416,0.109,0.504,79.109,audio_features,6me7F0aaZjwDo6RJ5MrfBD,spotify:track:6me7F0aaZjwDo6RJ5MrfBD,https://api.spotify.com/v1/tracks/6me7F0aaZjwDo6RJ5MrfBD,https://api.spotify.com/v1/audio-analysis/6me7F0aaZjwDo6RJ5MrfBD,87000,3
313,Saari Duniya Jalaa Denge,0.415,0.436,0,-10.267,1,0.0401,0.756,0.0,0.142,0.415,117.744,audio_features,0fos0JBszVPh2MtKRjW64e,spotify:track:0fos0JBszVPh2MtKRjW64e,https://api.spotify.com/v1/tracks/0fos0JBszVPh2MtKRjW64e,https://api.spotify.com/v1/audio-analysis/0fos0JBszVPh2MtKRjW64e,348128,3
314,Mahabharata Episode 1: Beginnings,0.508,0.375,2,-14.811,1,0.0403,0.925,0.89,0.0856,0.0397,148.086,audio_features,5N2DNX2ZctNwmdR2GOMTTx,spotify:track:5N2DNX2ZctNwmdR2GOMTTx,https://api.spotify.com/v1/tracks/5N2DNX2ZctNwmdR2GOMTTx,https://api.spotify.com/v1/audio-analysis/5N2DNX2ZctNwmdR2GOMTTx,155676,4
315,As Long as I Have You I'm Home,0.575,0.155,11,-12.533,1,0.0297,0.82,0.0,0.121,0.233,133.4,audio_features,6pB0m97KaZEfzj4NTJFDtH,spotify:track:6pB0m97KaZEfzj4NTJFDtH,https://api.spotify.com/v1/tracks/6pB0m97KaZEfzj4NTJFDtH,https://api.spotify.com/v1/audio-analysis/6pB0m97KaZEfzj4NTJFDtH,213396,4
316,Bekhayali,0.308,0.585,9,-5.18,0,0.0428,0.45,0.0,0.319,0.345,171.843,audio_features,1feANd8EfcDP5UqSvbheM3,spotify:track:1feANd8EfcDP5UqSvbheM3,https://api.spotify.com/v1/tracks/1feANd8EfcDP5UqSvbheM3,https://api.spotify.com/v1/audio-analysis/1feANd8EfcDP5UqSvbheM3,371791,3
317,Captain Chicken (feat. Del The Funky Homosapien),0.862,0.886,11,-3.738,0,0.0888,0.00916,1.85e-06,0.0657,0.96,134.001,audio_features,24LSAGp2LmT1Kd6y8PPFr2,spotify:track:24LSAGp2LmT1Kd6y8PPFr2,https://api.spotify.com/v1/tracks/24LSAGp2LmT1Kd6y8PPFr2,https://api.spotify.com/v1/audio-analysis/24LSAGp2LmT1Kd6y8PPFr2,111067,4
318,Laadla,0.853,0.52,9,-7.845,0,0.189,0.835,0.000665,0.14,0.737,82.028,audio_features,57LA3fJhESaZtMcxMzR4RT,spotify:track:57LA3fJhESaZtMcxMzR4RT,https://api.spotify.com/v1/tracks/57LA3fJhESaZtMcxMzR4RT,https://api.spotify.com/v1/audio-analysis/57LA3fJhESaZtMcxMzR4RT,177971,4
319,Heavy Driver,0.615,0.686,10,-7.986,0,0.409,0.117,0.0,0.17,0.805,193.682,audio_features,7jZmxEZsAUsQQ7ti99Y0bz,spotify:track:7jZmxEZsAUsQQ7ti99Y0bz,https://api.spotify.com/v1/tracks/7jZmxEZsAUsQQ7ti99Y0bz,https://api.spotify.com/v1/audio-analysis/7jZmxEZsAUsQQ7ti99Y0bz,172094,4
320,"Lambiyaan Si Judaiyaan (From ""Raabta"")",0.436,0.721,11,-5.956,0,0.0852,0.273,0.0,0.132,0.73,171.851,audio_features,4SEUwsmis8e02cZ6efrTuY,spotify:track:4SEUwsmis8e02cZ6efrTuY,https://api.spotify.com/v1/tracks/4SEUwsmis8e02cZ6efrTuY,https://api.spotify.com/v1/audio-analysis/4SEUwsmis8e02cZ6efrTuY,238243,4
321,Hardum Humdum (Film Version),0.517,0.697,2,-7.999,1,0.05,0.482,0.000209,0.127,0.421,116.96,audio_features,3wLDaOXolMqF7mht8A8tg5,spotify:track:3wLDaOXolMqF7mht8A8tg5,https://api.spotify.com/v1/tracks/3wLDaOXolMqF7mht8A8tg5,https://api.spotify.com/v1/audio-analysis/3wLDaOXolMqF7mht8A8tg5,265520,4
322,"Ghungroo (From ""War"")",0.695,0.727,6,-6.274,0,0.0323,0.0744,0.000175,0.533,0.864,118.034,audio_features,0WdbnNKO0Jt4BZACSDQh44,spotify:track:0WdbnNKO0Jt4BZACSDQh44,https://api.spotify.com/v1/tracks/0WdbnNKO0Jt4BZACSDQh44,https://api.spotify.com/v1/audio-analysis/0WdbnNKO0Jt4BZACSDQh44,302935,4
323,"Firecracker (From ""Jayeshbhai Jordaar"")",0.838,0.63,9,-5.609,0,0.171,0.242,0.0,0.0719,0.64,100.986,audio_features,324Y55zUTRSMdtFwc91csa,spotify:track:324Y55zUTRSMdtFwc91csa,https://api.spotify.com/v1/tracks/324Y55zUTRSMdtFwc91csa,https://api.spotify.com/v1/audio-analysis/324Y55zUTRSMdtFwc91csa,166601,4
324,Awaargi,0.643,0.33,5,-13.074,1,0.0318,0.854,0.404,0.151,0.796,93.093,audio_features,2YevgojIN3UouxDM5JjzE0,spotify:track:2YevgojIN3UouxDM5JjzE0,https://api.spotify.com/v1/tracks/2YevgojIN3UouxDM5JjzE0,https://api.spotify.com/v1/audio-analysis/2YevgojIN3UouxDM5JjzE0,61491,4
325,Gangsta,0.791,0.687,1,-6.279,1,0.104,0.00665,2.12e-06,0.0986,0.513,130.154,audio_features,3Vmo13MxVRKBszmfK61ONH,spotify:track:3Vmo13MxVRKBszmfK61ONH,https://api.spotify.com/v1/tracks/3Vmo13MxVRKBszmfK61ONH,https://api.spotify.com/v1/audio-analysis/3Vmo13MxVRKBszmfK61ONH,190154,4
326,Manjha,0.524,0.515,11,-7.478,0,0.0427,0.674,0.0,0.104,0.368,169.882,audio_features,0UZLaEOSIc5kg0cc7eszqC,spotify:track:0UZLaEOSIc5kg0cc7eszqC,https://api.spotify.com/v1/tracks/0UZLaEOSIc5kg0cc7eszqC,https://api.spotify.com/v1/audio-analysis/0UZLaEOSIc5kg0cc7eszqC,191647,4
327,MIZUWARI - Sweet William Remix,0.63,0.526,1,-8.329,1,0.36,0.548,0.00533,0.168,0.591,183.965,audio_features,4OxqN4O6pzsCOheZHI0YgY,spotify:track:4OxqN4O6pzsCOheZHI0YgY,https://api.spotify.com/v1/tracks/4OxqN4O6pzsCOheZHI0YgY,https://api.spotify.com/v1/audio-analysis/4OxqN4O6pzsCOheZHI0YgY,271000,4
328,10/10,0.487,0.909,10,-4.091,1,0.102,0.301,2.9e-05,0.0803,0.293,187.783,audio_features,0tByDZgQzoNfFFmpgleB0s,spotify:track:0tByDZgQzoNfFFmpgleB0s,https://api.spotify.com/v1/tracks/0tByDZgQzoNfFFmpgleB0s,https://api.spotify.com/v1/audio-analysis/0tByDZgQzoNfFFmpgleB0s,146102,4
329,Naina Da Kya Kasoor,0.712,0.659,9,-6.348,1,0.0538,0.159,0.0129,0.0781,0.545,63.048,audio_features,2g3o6I7YuKFEUn9OOfuAfP,spotify:track:2g3o6I7YuKFEUn9OOfuAfP,https://api.spotify.com/v1/tracks/2g3o6I7YuKFEUn9OOfuAfP,https://api.spotify.com/v1/audio-analysis/2g3o6I7YuKFEUn9OOfuAfP,210952,4
330,Toh Phir Aao,0.459,0.563,9,-6.369,0,0.0263,0.39,1.98e-06,0.107,0.0961,101.996,audio_features,4chxJYv0qsOKQukt6cKp97,spotify:track:4chxJYv0qsOKQukt6cKp97,https://api.spotify.com/v1/tracks/4chxJYv0qsOKQukt6cKp97,https://api.spotify.com/v1/audio-analysis/4chxJYv0qsOKQukt6cKp97,348280,4
331,Shard,0.46,0.698,8,-8.285,1,0.0306,0.0026,0.858,0.163,0.0369,139.872,audio_features,6kCN5IsnrDuROnBUgzFLDo,spotify:track:6kCN5IsnrDuROnBUgzFLDo,https://api.spotify.com/v1/tracks/6kCN5IsnrDuROnBUgzFLDo,https://api.spotify.com/v1/audio-analysis/6kCN5IsnrDuROnBUgzFLDo,436853,4
332,Players,0.833,0.678,9,-3.711,0,0.141,0.464,0.0,0.107,0.576,109.969,audio_features,5TjVLCESR9XIp5vDAWYfmi,spotify:track:5TjVLCESR9XIp5vDAWYfmi,https://api.spotify.com/v1/tracks/5TjVLCESR9XIp5vDAWYfmi,https://api.spotify.com/v1/audio-analysis/5TjVLCESR9XIp5vDAWYfmi,171273,4
333,Barbaadiyan,0.758,0.57,6,-8.645,0,0.0462,0.00374,2.47e-06,0.184,0.567,126.966,audio_features,6qZyM6JV8ohLC4S2EL5sFh,spotify:track:6qZyM6JV8ohLC4S2EL5sFh,https://api.spotify.com/v1/tracks/6qZyM6JV8ohLC4S2EL5sFh,https://api.spotify.com/v1/audio-analysis/6qZyM6JV8ohLC4S2EL5sFh,230185,4
334,"Sunny Deol Uncensored  - Films, Zindagi & More | The Ranveer Show हिंदी 192",0.671,0.832,5,-5.766,0,0.0308,0.29,0.0,0.305,0.707,90.108,audio_features,0EW6SoNBitgkusjdIcoUcK,spotify:track:0EW6SoNBitgkusjdIcoUcK,https://api.spotify.com/v1/tracks/0EW6SoNBitgkusjdIcoUcK,https://api.spotify.com/v1/audio-analysis/0EW6SoNBitgkusjdIcoUcK,282703,4
335,BONUS: A Hangover and Avoiding Mum at Christmas,0.705,0.131,2,-17.128,1,0.0594,0.889,0.0,0.138,0.387,95.747,audio_features,6q5i9RETMu8QqZz7XoV6R1,spotify:track:6q5i9RETMu8QqZz7XoV6R1,https://api.spotify.com/v1/tracks/6q5i9RETMu8QqZz7XoV6R1,https://api.spotify.com/v1/audio-analysis/6q5i9RETMu8QqZz7XoV6R1,166107,4
336,Arabella,0.579,0.558,2,-6.986,1,0.0895,0.0202,1.26e-06,0.212,0.506,179.949,audio_features,7nzsY8vlnKdvGOEE0rjAXZ,spotify:track:7nzsY8vlnKdvGOEE0rjAXZ,https://api.spotify.com/v1/tracks/7nzsY8vlnKdvGOEE0rjAXZ,https://api.spotify.com/v1/audio-analysis/7nzsY8vlnKdvGOEE0rjAXZ,207357,4
337,Why You Shouldn't Be Afraid At All - Alan Watts,0.493,0.185,9,-22.379,0,0.598,0.967,0.0,0.0426,0.662,69.663,audio_features,6RUim1yEwhP3SknvYanRhs,spotify:track:6RUim1yEwhP3SknvYanRhs,https://api.spotify.com/v1/tracks/6RUim1yEwhP3SknvYanRhs,https://api.spotify.com/v1/audio-analysis/6RUim1yEwhP3SknvYanRhs,377025,3
338,Love/Paranoia,0.502,0.699,5,-5.528,1,0.0333,0.0055,0.0,0.171,0.354,111.024,audio_features,5h9hkYIBWTZYFRmF6Iz1gt,spotify:track:5h9hkYIBWTZYFRmF6Iz1gt,https://api.spotify.com/v1/tracks/5h9hkYIBWTZYFRmF6Iz1gt,https://api.spotify.com/v1/audio-analysis/5h9hkYIBWTZYFRmF6Iz1gt,185773,4
339,Hardum Humdum (Female Version),0.596,0.59,10,-7.47,1,0.063,0.369,9.42e-05,0.0402,0.754,116.893,audio_features,1n2JJjDQ5LYKAUznmwAVfn,spotify:track:1n2JJjDQ5LYKAUznmwAVfn,https://api.spotify.com/v1/tracks/1n2JJjDQ5LYKAUznmwAVfn,https://api.spotify.com/v1/audio-analysis/1n2JJjDQ5LYKAUznmwAVfn,188685,4
340,We Rollin,0.82,0.504,4,-9.113,0,0.141,0.261,7e-06,0.104,0.275,85.016,audio_features,6ZYxNjuAU9Vy3VtF6W1dtE,spotify:track:6ZYxNjuAU9Vy3VtF6W1dtE,https://api.spotify.com/v1/tracks/6ZYxNjuAU9Vy3VtF6W1dtE,https://api.spotify.com/v1/audio-analysis/6ZYxNjuAU9Vy3VtF6W1dtE,199206,4
341,kya karoon?,0.594,0.548,9,-7.588,0,0.0267,0.611,0.00146,0.117,0.374,98.014,audio_features,4Yp8zw7b35bheMVTp39o5O,spotify:track:4Yp8zw7b35bheMVTp39o5O,https://api.spotify.com/v1/tracks/4Yp8zw7b35bheMVTp39o5O,https://api.spotify.com/v1/audio-analysis/4Yp8zw7b35bheMVTp39o5O,236160,4
342,Tera Ghata,0.718,0.573,1,-7.309,0,0.0451,0.458,0.00533,0.0953,0.686,180.043,audio_features,0JBhoxPKHJc1ZeJrjSt0VO,spotify:track:0JBhoxPKHJc1ZeJrjSt0VO,https://api.spotify.com/v1/tracks/0JBhoxPKHJc1ZeJrjSt0VO,https://api.spotify.com/v1/audio-analysis/0JBhoxPKHJc1ZeJrjSt0VO,254174,4
343,Aaftaab,0.464,0.391,6,-9.884,1,0.0384,0.755,9.64e-05,0.105,0.418,106.887,audio_features,0bNkrxGqyFNYuXfj9HBV4r,spotify:track:0bNkrxGqyFNYuXfj9HBV4r,https://api.spotify.com/v1/tracks/0bNkrxGqyFNYuXfj9HBV4r,https://api.spotify.com/v1/audio-analysis/0bNkrxGqyFNYuXfj9HBV4r,233472,4
