,Unnamed: 0,name,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,type,id,uri,track_href,analysis_url,duration_ms,time_signature,endTime,artistName,trackName,msPlayed
635,279,Ten Feet Tall (Acoustic),0.523,0.861,0,-3.447,1,0.0644,0.0336,0.0,0.144,0.346,127.049,audio_features,2ldAdghnrO34HPcZ0IWfTu,spotify:track:2ldAdghnrO34HPcZ0IWfTu,https://api.spotify.com/v1/tracks/2ldAdghnrO34HPcZ0IWfTu,https://api.spotify.com/v1/audio-analysis/2ldAdghnrO34HPcZ0IWfTu,229149,4,2023-12-10 17:59,Corey Gray,Ten Feet Tall (Acoustic),43892
636,279,Ten Feet Tall (Acoustic),0.523,0.861,0,-3.447,1,0.0644,0.0336,0.0,0.144,0.346,127.049,audio_features,2ldAdghnrO34HPcZ0IWfTu,spotify:track:2ldAdghnrO34HPcZ0IWfTu,https://api.spotify.com/v1/tracks/2ldAdghnrO34HPcZ0IWfTu,https://api.spotify.com/v1/audio-analysis/2ldAdghnrO34HPcZ0IWfTu,229149,4,2023-12-11 03:07,Corey Gray,Ten Feet Tall (Acoustic),4913
637,279,Ten Feet Tall (Acoustic),0.523,0.861,0,-3.447,1,0.0644,0.0336,0.0,0.144,0.346,127.049,audio_features,2ldAdghnrO34HPcZ0IWfTu,spotify:track:2ldAdghnrO34HPcZ0IWfTu,https://api.spotify.com/v1/tracks/2ldAdghnrO34HPcZ0IWfTu,https://api.spotify.com/v1/audio-analysis/2ldAdghnrO34HPcZ0IWfTu,229149,4,2023-12-16 13:49,Corey Gray,Ten Feet Tall (Acoustic),5167
638,279,Ten Feet Tall (Acoustic),0.523,0.861,0,-3.447,1,0.0644,0.0336,0.0,0.144,0.346,127.049,audio_features,2ldAdghnrO34HPcZ0IWfTu,spotify:track:2ldAdghnrO34HPcZ0IWfTu,https://api.spotify.com/v1/tracks/2ldAdghnrO34HPcZ0IWfTu,https://api.spotify.com/v1/audio-analysis/2ldAdghnrO34HPcZ0IWfTu,229149,4,2023-12-24 07:27,Corey Gray,Ten Feet Tall (Acoustic),155837
639,280,Doncamatic (feat. Daley),0.893,0.48,9,-5.493,1,0.056,0.0903,0.0,0.102,0.968,123.98,audio_features,0OFQwUVOYXn4E8scJq0PAc,spotify:track:0OFQwUVOYXn4E8scJq0PAc,https://api.spotify.com/v1/tracks/0OFQwUVOYXn4E8scJq0PAc,https://api.spotify.com/v1/audio-analysis/0OFQwUVOYXn4E8scJq0PAc,202067,4,2023-12-13 19:12,Gorillaz,Doncamatic (feat. Daley),202066
640,281,Desi Kalakaar,0.751,0.67,0,-4.587,1,0.267,0.0796,0.00018,0.0908,0.766,156.062,audio_features,7m4CgL81VVIHaaiSxyH922,spotify:track:7m4CgL81VVIHaaiSxyH922,https://api.spotify.com/v1/tracks/7m4CgL81VVIHaaiSxyH922,https://api.spotify.com/v1/audio-analysis/7m4CgL81VVIHaaiSxyH922,253353,4,2024-01-01 22:35,Yo Yo Honey Singh,Desi Kalakaar,152758
641,281,Desi Kalakaar,0.751,0.67,0,-4.587,1,0.267,0.0796,0.00018,0.0908,0.766,156.062,audio_features,7m4CgL81VVIHaaiSxyH922,spotify:track:7m4CgL81VVIHaaiSxyH922,https://api.spotify.com/v1/tracks/7m4CgL81VVIHaaiSxyH922,https://api.spotify.com/v1/audio-analysis/7m4CgL81VVIHaaiSxyH922,253353,4,2024-01-02 04:56,Yo Yo Honey Singh,Desi Kalakaar,26461
642,282,God is a Woman,0.602,0.658,1,-5.934,1,0.0558,0.0233,6e-05,0.237,0.268,145.031,audio_features,5OCJzvD7sykQEKHH7qAC3C,spotify:track:5OCJzvD7sykQEKHH7qAC3C,https://api.spotify.com/v1/tracks/5OCJzvD7sykQEKHH7qAC3C,https://api.spotify.com/v1/audio-analysis/5OCJzvD7sykQEKHH7qAC3C,197547,4,2023-11-23 08:34,The Mayries,God is a Woman,189500
643,282,God is a Woman,0.602,0.658,1,-5.934,1,0.0558,0.0233,6e-05,0.237,0.268,145.031,audio_features,5OCJzvD7sykQEKHH7qAC3C,spotify:track:5OCJzvD7sykQEKHH7qAC3C,https://api.spotify.com/v1/tracks/5OCJzvD7sykQEKHH7qAC3C,https://api.spotify.com/v1/audio-analysis/5OCJzvD7sykQEKHH7qAC3C,197547,4,2023-11-28 21:41,The Mayries,God is a Woman,131560
644,282,God is a Woman,0.602,0.658,1,-5.934,1,0.0558,0.0233,6e-05,0.237,0.268,145.031,audio_features,5OCJzvD7sykQEKHH7qAC3C,spotify:track:5OCJzvD7sykQEKHH7qAC3C,https://api.spotify.com/v1/tracks/5OCJzvD7sykQEKHH7qAC3C,https://api.spotify.com/v1/audio-analysis/5OCJzvD7sykQEKHH7qAC3C,197547,4,2023-12-26 00:56,The Mayries,God is a Woman,189500
645,283,Oh Caroline,0.646,0.85,2,-5.466,1,0.0428,0.363,4.01e-05,0.0994,0.819,96.538,audio_features,14dJexYlvd3t3XAtD1pYW1,spotify:track:14dJexYlvd3t3XAtD1pYW1,https://api.spotify.com/v1/tracks/14dJexYlvd3t3XAtD1pYW1,https://api.spotify.com/v1/audio-analysis/14dJexYlvd3t3XAtD1pYW1,212568,4,2023-12-13 18:53,The 1975,Oh Caroline,212568
646,284,Episode 1-Rise of the Nazi Party,0.397,0.923,10,-4.029,0,0.201,0.00132,0.0,0.261,0.676,112.666,audio_features,2LF13LC1wG5XqZ2js2yC9O,spotify:track:2LF13LC1wG5XqZ2js2yC9O,https://api.spotify.com/v1/tracks/2LF13LC1wG5XqZ2js2yC9O,https://api.spotify.com/v1/audio-analysis/2LF13LC1wG5XqZ2js2yC9O,63390,3,2023-11-14 05:52,The History of WWII Podcast - by Ray Harris Jr,Episode 1-Rise of the Nazi Party,509124
647,285,1: Season 1 - Introduction,0.203,0.0267,10,-24.589,0,0.0403,0.971,0.975,0.112,0.0383,93.331,audio_features,2AWFSoMWoGExcNCc9yi6d8,spotify:track:2AWFSoMWoGExcNCc9yi6d8,https://api.spotify.com/v1/tracks/2AWFSoMWoGExcNCc9yi6d8,https://api.spotify.com/v1/audio-analysis/2AWFSoMWoGExcNCc9yi6d8,151173,3,2023-12-11 09:06,History of the Second World War,1: Season 1 - Introduction,8649
648,285,1: Season 1 - Introduction,0.203,0.0267,10,-24.589,0,0.0403,0.971,0.975,0.112,0.0383,93.331,audio_features,2AWFSoMWoGExcNCc9yi6d8,spotify:track:2AWFSoMWoGExcNCc9yi6d8,https://api.spotify.com/v1/tracks/2AWFSoMWoGExcNCc9yi6d8,https://api.spotify.com/v1/audio-analysis/2AWFSoMWoGExcNCc9yi6d8,151173,3,2023-12-11 09:10,History of the Second World War,1: Season 1 - Introduction,256185
649,286,Gul,0.839,0.471,7,-8.926,0,0.0394,0.375,0.000346,0.0853,0.563,104.003,audio_features,5RAZtbW6hkkVG4cMGPO6f2,spotify:track:5RAZtbW6hkkVG4cMGPO6f2,https://api.spotify.com/v1/tracks/5RAZtbW6hkkVG4cMGPO6f2,https://api.spotify.com/v1/audio-analysis/5RAZtbW6hkkVG4cMGPO6f2,169633,4,2023-12-05 21:23,Anuv Jain,Gul,159829
650,286,Gul,0.839,0.471,7,-8.926,0,0.0394,0.375,0.000346,0.0853,0.563,104.003,audio_features,5RAZtbW6hkkVG4cMGPO6f2,spotify:track:5RAZtbW6hkkVG4cMGPO6f2,https://api.spotify.com/v1/tracks/5RAZtbW6hkkVG4cMGPO6f2,https://api.spotify.com/v1/audio-analysis/5RAZtbW6hkkVG4cMGPO6f2,169633,4,2023-12-05 21:35,Anuv Jain,Gul,57781
651,286,Gul,0.839,0.471,7,-8.926,0,0.0394,0.375,0.000346,0.0853,0.563,104.003,audio_features,5RAZtbW6hkkVG4cMGPO6f2,spotify:track:5RAZtbW6hkkVG4cMGPO6f2,https://api.spotify.com/v1/tracks/5RAZtbW6hkkVG4cMGPO6f2,https://api.spotify.com/v1/audio-analysis/5RAZtbW6hkkVG4cMGPO6f2,169633,4,2023-12-18 20:01,Anuv Jain,Gul,217250
